,language_name,language_creator,conlang_status,conlang_type,language_creator_profile,language_conlang_profile
1162,Gothab,jonteh,New,Logical Language (Loglang),http://conworkshop.info/view_profile.php?m=S9739998649,http://conworkshop.info/view_language.php?l=GDB
1163,Gothedish,Adan Ahmed,New,A posteriori,http://conworkshop.info/view_profile.php?m=1127983737288030,http://conworkshop.info/view_language.php?l=GTD
1164,Gotlish,MultiNET,Progressing,A priori,http://conworkshop.info/view_profile.php?m=S6323319501,http://conworkshop.info/view_language.php?l=GAO
1165,Gríunnlaska,Kawdek,New,A posteriori,http://conworkshop.info/view_profile.php?m=S9921822830,http://conworkshop.info/view_language.php?l=GRN
1166,Grebish,Horalka,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S9277059168,http://conworkshop.info/view_language.php?l=GRB
1167,Greek Style Language,Jared Hatchell,New,Not specified,http://conworkshop.info/view_profile.php?m=61801443,http://conworkshop.info/view_language.php?l=PAR
1168,Greenlandic,RomanNumeralII,On hold,A posteriori,http://conworkshop.info/view_profile.php?m=S2628069628,http://conworkshop.info/view_language.php?l=GRL
1169,Gregahouvian,Gregahou,New,Logical Language (Loglang),http://conworkshop.info/view_profile.php?m=S6139744238,http://conworkshop.info/view_language.php?l=GRE
1170,Grek,Orikrin Ywench,New,A posteriori,http://conworkshop.info/view_profile.php?m=347931792205635,http://conworkshop.info/view_language.php?l=GCL
1171,Grimm,Gamenern,New,A priori,http://conworkshop.info/view_profile.php?m=S2445048482,http://conworkshop.info/view_language.php?l=GRI
1172,Grubnoff Fungologian,Georgement,On hold,Not specified,http://conworkshop.info/view_profile.php?m=S6863277225,http://conworkshop.info/view_language.php?l=GRF
1173,Gudami,Mint,New,A priori,http://conworkshop.info/view_profile.php?m=919693428140641,http://conworkshop.info/view_language.php?l=GDM
1174,Gulgan,psychicdaydreams,New,A priori,http://conworkshop.info/view_profile.php?m=S7357695142,http://conworkshop.info/view_language.php?l=GLV
1175,Gurim,Marlowe Clark,Progressing,Other,http://conworkshop.info/view_profile.php?m=100001893218553,http://conworkshop.info/view_language.php?l=GRM
1176,Gutish,BenJamin Paul Johnson,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=10156610786490455,http://conworkshop.info/view_language.php?l=GTC
1177,Gutiskar,Ashucky,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S0656497066,http://conworkshop.info/view_language.php?l=GSK
1178,Guurku,Sunazhum,New,A priori,http://conworkshop.info/view_profile.php?m=S0979797996,http://conworkshop.info/view_language.php?l=COO
1179,Gvinglish,Everett Penne,New,Not specified,http://conworkshop.info/view_profile.php?m=100001540247411,http://conworkshop.info/view_language.php?l=GNÅ
1180,Haddari,Thaegjox,New,Mixed,http://conworkshop.info/view_profile.php?m=S6195958538,http://conworkshop.info/view_language.php?l=HDR
1181,Haendom,itchyDoggy,New,A priori,http://conworkshop.info/view_profile.php?m=S6189153104,http://conworkshop.info/view_language.php?l=HND
1182,"Haitian Creole, but Better",Thaegjox,New,Creole,http://conworkshop.info/view_profile.php?m=S6195958538,http://conworkshop.info/view_language.php?l=IZF
1183,Halarian,Boaaekin,New,Proto-Conlang,http://conworkshop.info/view_profile.php?m=S2573178738,http://conworkshop.info/view_language.php?l=HLR
1184,Halisian,Ceresz,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S0043347800,http://conworkshop.info/view_language.php?l=HLS
1185,Hallandish,BenTheBuilder,New,A posteriori,http://conworkshop.info/view_profile.php?m=S4127978867,http://conworkshop.info/view_language.php?l=DTK
1186,Halwi,spaghetti,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S8491801876,http://conworkshop.info/view_language.php?l=HLW
1187,Hama,GreatOverseer,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S9308312149,http://conworkshop.info/view_language.php?l=HMA
1188,Hammyyic,Ahzoh,Progressing,A priori,http://conworkshop.info/view_profile.php?m=S5877553046,http://conworkshop.info/view_language.php?l=YHY
1189,Haneko,Micamo,Functional,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S4475805234,http://conworkshop.info/view_language.php?l=HAN
1190,Haneran,Orikrin Ywench,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=347931792205635,http://conworkshop.info/view_language.php?l=VNR
1191,Hanian,Hanian,Progressing,International Auxiliary Language (IAL),http://conworkshop.info/view_profile.php?m=S1130047674,http://conworkshop.info/view_language.php?l=HAZ
1192,Haniz,TuxCrafting,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S3655023549,http://conworkshop.info/view_language.php?l=HNZ
1193,Hanjia,FoxxDogg,New,A posteriori,http://conworkshop.info/view_profile.php?m=S4193656145,http://conworkshop.info/view_language.php?l=HJI
1194,Hanregan,Stone,Progressing,Mixed,http://conworkshop.info/view_profile.php?m=S6098543631,http://conworkshop.info/view_language.php?l=HRG
1195,Hantruzan,mousefire55,New,A priori,http://conworkshop.info/view_profile.php?m=S3737195020,http://conworkshop.info/view_language.php?l=JHA
1196,Haran,mousefire55,New,A priori,http://conworkshop.info/view_profile.php?m=S3737195020,http://conworkshop.info/view_language.php?l=SIE
1197,Hardlanguage,antigollnian,Progressing,Mixed,http://conworkshop.info/view_profile.php?m=S4451155553,http://conworkshop.info/view_language.php?l=HGG
1198,Hardtospeakian,McDucky,New,Joke language,http://conworkshop.info/view_profile.php?m=S1918445135,http://conworkshop.info/view_language.php?l=HTS
1199,haren,asdrop,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=100001724414340,http://conworkshop.info/view_language.php?l=173
1200,Harian,makarmalo,New,Mixed,http://conworkshop.info/view_profile.php?m=S8934932945,http://conworkshop.info/view_language.php?l=HRS
1201,Harioan,MultiNET,Progressing,A priori,http://conworkshop.info/view_profile.php?m=S6323319501,http://conworkshop.info/view_language.php?l=HRI
1202,Harākti,Ashucky,New,A posteriori,http://conworkshop.info/view_profile.php?m=S0656497066,http://conworkshop.info/view_language.php?l=QHK
1203,Hashurani,NotagYmra,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S0612126882,http://conworkshop.info/view_language.php?l=HSH
1204,Hasolendic,otakufreak40,New,A priori,http://conworkshop.info/view_profile.php?m=S2566139594,http://conworkshop.info/view_language.php?l=HSL
1205,Hastiord,Prølvix,Functional,Mixed,http://conworkshop.info/view_profile.php?m=S5225843426,http://conworkshop.info/view_language.php?l=HTD
1206,Hateyin,Karchei,New,A priori,http://conworkshop.info/view_profile.php?m=S8945599288,http://conworkshop.info/view_language.php?l=HYN
1207,Hatorian,dldc01,New,A priori,http://conworkshop.info/view_profile.php?m=S8281377720,http://conworkshop.info/view_language.php?l=HTR
1208,Havarian,HellaJoe,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S6647485054,http://conworkshop.info/view_language.php?l=HVR
1209,Hayerni,princeofmind,New,A posteriori,http://conworkshop.info/view_profile.php?m=S8111265933,http://conworkshop.info/view_language.php?l=RAT
1210,Hayil,Rob Varty,New,Not specified,http://conworkshop.info/view_profile.php?m=10205834475754863,http://conworkshop.info/view_language.php?l=HYL
1211,Hazhan,Enby,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S7401987628,http://conworkshop.info/view_language.php?l=HZH
1212,Hazsuk,Ezlydian,Progressing,A priori,http://conworkshop.info/view_profile.php?m=S1867982875,http://conworkshop.info/view_language.php?l=HZK
1213,Hæla,meghanmolinari,New,A posteriori,http://conworkshop.info/view_profile.php?m=S6708788079,http://conworkshop.info/view_language.php?l=MML
1214,Heartlandish,loganhawkes,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S2785790731,http://conworkshop.info/view_language.php?l=YLD
1215,Heatherlandic,ShayminLover,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S8118626382,http://conworkshop.info/view_language.php?l=HEA
1216,Hebridic,parasperuna,New,A posteriori,http://conworkshop.info/view_profile.php?m=S8386528197,http://conworkshop.info/view_language.php?l=HEB
1217,Heck's Creole English,whattoheck,New,Creole,http://conworkshop.info/view_profile.php?m=S4876705520,http://conworkshop.info/view_language.php?l=HCE
1218,Hectian,TheCrazyYankee,New,A posteriori,http://conworkshop.info/view_profile.php?m=S0208758489,http://conworkshop.info/view_language.php?l=HEC
1219,Hedrian,Sir Jovan,New,A posteriori,http://conworkshop.info/view_profile.php?m=S4612329650,http://conworkshop.info/view_language.php?l=HED
1220,Hekara,Bryant Michael Young,New,A priori,http://conworkshop.info/view_profile.php?m=1729835593925869,http://conworkshop.info/view_language.php?l=HKR
1221,Heláin,EllaHansen,Progressing,A priori,http://conworkshop.info/view_profile.php?m=S2381302195,http://conworkshop.info/view_language.php?l=HLN
1222,Heleberish,Rin Rin,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S6314799498,http://conworkshop.info/view_language.php?l=HBR
1223,Helenaeks,Mezv,New,Not specified,http://conworkshop.info/view_profile.php?m=S1316407276,http://conworkshop.info/view_language.php?l=XLK
1224,Helionic,Johan Keller Jensen,Progressing,A priori,http://conworkshop.info/view_profile.php?m=10208657034039497,http://conworkshop.info/view_language.php?l=HIO
1225,Hellenym,nazalzacsat,New,A posteriori,http://conworkshop.info/view_profile.php?m=S9952815916,http://conworkshop.info/view_language.php?l=RGR
1226,Helletican,Troxicale,New,A priori,http://conworkshop.info/view_profile.php?m=S1072190088,http://conworkshop.info/view_language.php?l=HEN
1227,Helvianirian,Legendardisch,On hold,Mixed,http://conworkshop.info/view_profile.php?m=S6604716908,http://conworkshop.info/view_language.php?l=HE2
1228,Hemeshi,Ultimate Ridley,New,A posteriori,http://conworkshop.info/view_profile.php?m=S2465194687,http://conworkshop.info/view_language.php?l=HMH
1229,Heoroman,mousefire55,New,A posteriori,http://conworkshop.info/view_profile.php?m=S3737195020,http://conworkshop.info/view_language.php?l=JHR
1230,Hereedor,Marris,On hold,A priori,http://conworkshop.info/view_profile.php?m=S7261699972,http://conworkshop.info/view_language.php?l=MXR
1231,Hetpin,MultiNET,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S6323319501,http://conworkshop.info/view_language.php?l=EPT
1232,Heufdalian,Rjölva,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S3463306347,http://conworkshop.info/view_language.php?l=HXY
1233,Hianko,Valiiosanae,New,A priori,http://conworkshop.info/view_profile.php?m=S3026289050,http://conworkshop.info/view_language.php?l=HNK
1234,Hibathu,Miles,New,A priori,http://conworkshop.info/view_profile.php?m=S6144106279,http://conworkshop.info/view_language.php?l=RTH
1235,High Aldorn,Caleth,Progressing,Not specified,http://conworkshop.info/view_profile.php?m=S7265930575,http://conworkshop.info/view_language.php?l=ALD
1236,High Charian,Charlie Baranski,New,A priori,http://conworkshop.info/view_profile.php?m=729699233853678,http://conworkshop.info/view_language.php?l=CRF
1237,High Destinian,Dyyylest,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S9155521524,http://conworkshop.info/view_language.php?l=DST
1238,High Elven,GohtCheee,New,A priori,http://conworkshop.info/view_profile.php?m=S5988584777,http://conworkshop.info/view_language.php?l=TSS
1239,High Koklatean,Pimpossible,New,A priori,http://conworkshop.info/view_profile.php?m=S5205552725,http://conworkshop.info/view_language.php?l=HKK
1240,High Letsatian,aver,New,Proto-Conlang,http://conworkshop.info/view_profile.php?m=S4779034971,http://conworkshop.info/view_language.php?l=HIL
1241,High Lufthasian,CLynch2113,Progressing,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S2588070851,http://conworkshop.info/view_language.php?l=LFT
1242,High Middle Gehechian,Imramonki,New,A priori,http://conworkshop.info/view_profile.php?m=S3509313476,http://conworkshop.info/view_language.php?l=GIR
1243,High Saegyr,Bikriki,New,A priori,http://conworkshop.info/view_profile.php?m=S6705195404,http://conworkshop.info/view_language.php?l=HSG
1244,Highland Suvonic,Miles,New,Proto-Conlang,http://conworkshop.info/view_profile.php?m=S6144106279,http://conworkshop.info/view_language.php?l=HSV
1245,Highlandian,Idkgamer,New,A priori,http://conworkshop.info/view_profile.php?m=S3289182509,http://conworkshop.info/view_language.php?l=ITN
1246,Hikora,kitkat,New,Not specified,http://conworkshop.info/view_profile.php?m=S9781771857,http://conworkshop.info/view_language.php?l=XKH
1247,Hildish,TheCrazyYankee,New,A posteriori,http://conworkshop.info/view_profile.php?m=S0208758489,http://conworkshop.info/view_language.php?l=HLD
1248,Hills Tsojot,GreatOverseer,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S9308312149,http://conworkshop.info/view_language.php?l=TSJ
1249,Hilok,statichead,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S3275096097,http://conworkshop.info/view_language.php?l=KJH
1250,Himaean,canonym,On hold,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S1900140629,http://conworkshop.info/view_language.php?l=HME
1251,Himalian,Darvince,New,Proto-Conlang,http://conworkshop.info/view_profile.php?m=S4318011874,http://conworkshop.info/view_language.php?l=PHA
1252,Himmaswa,clawgrip,Functional,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S9809910036,http://conworkshop.info/view_language.php?l=HMS
1253,Hingari,TooIncapable,New,A priori,http://conworkshop.info/view_profile.php?m=S2073787361,http://conworkshop.info/view_language.php?l=HGI
1254,Hingelang,Thaegjox,New,Joke language,http://conworkshop.info/view_profile.php?m=S6195958538,http://conworkshop.info/view_language.php?l=QAZ
1255,Hiran,rexal,New,Other,http://conworkshop.info/view_profile.php?m=S2788590221,http://conworkshop.info/view_language.php?l=HIR
1256,Hispanglic,fantomatrol15,Abandoned,Mixed,http://conworkshop.info/view_profile.php?m=S2672265394,http://conworkshop.info/view_language.php?l=HSP
1257,Hivessa,Ulzur,New,Not specified,http://conworkshop.info/view_profile.php?m=S9186262709,http://conworkshop.info/view_language.php?l=363
1258,Hizo,nickoftime,New,Not specified,http://conworkshop.info/view_profile.php?m=S6636598523,http://conworkshop.info/view_language.php?l=HIJ
1259,Hlu,obzhdam,New,Not specified,http://conworkshop.info/view_profile.php?m=S4544794430,http://conworkshop.info/view_language.php?l=HLU
1260,Hnisqa,Squidpurin,On hold,Mixed,http://conworkshop.info/view_profile.php?m=507894159360574,http://conworkshop.info/view_language.php?l=HNQ
1261,Hobgoblin,David Fletcher,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=10207784912035258,http://conworkshop.info/view_language.php?l=HGB
1262,Hoffenlandic,PedanticPaladin,Progressing,A posteriori,http://conworkshop.info/view_profile.php?m=S2394819381,http://conworkshop.info/view_language.php?l=HOF
1263,Hojlang,Avlönskt,New,A priori,http://conworkshop.info/view_profile.php?m=S8747377188,http://conworkshop.info/view_language.php?l=HOJ
1264,Home,princeofmind,New,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S8111265933,http://conworkshop.info/view_language.php?l=PWV
1265,Homonym Fun,Viktor Stamyr,New,Other,http://conworkshop.info/view_profile.php?m=100000784091013,http://conworkshop.info/view_language.php?l=HOM
1266,Honshu Ainu,protondonor,On hold,A posteriori,http://conworkshop.info/view_profile.php?m=S9663218687,http://conworkshop.info/view_language.php?l=AIN
1267,Horhon,battleporridge,New,A priori,http://conworkshop.info/view_profile.php?m=S5658834849,http://conworkshop.info/view_language.php?l=HXN
1268,HorpinDorpin,CloudiestApple,On hold,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S7810263729,http://conworkshop.info/view_language.php?l=MNE
1269,Hostaga,Enby,Abandoned,Artistic Language (Artlang),http://conworkshop.info/view_profile.php?m=S7401987628,http://conworkshop.info/view_language.php?l=HOS
